Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P6992,F1427,American Airlines,LAX,DFW,6/27/2024 12:01,187,On-time,1570,508.48,46,Female,Medium,Emergency,Economy,4,Gold,Online,8.530989677,10,108,0,0,Middle,62
P6993,F1712,Southwest,SEA,SFO,9/3/2024 6:37,134,On-time,1050,438.17,54,Male,Medium,Leisure,Economy,0,,Desk,7.587646355,7,73,0,0,Window,103
P6994,F1292,Southwest,DEN,SFO,2/10/2025 17:51,205,Delayed,1086,395.3,32,Female,Medium,Emergency,Economy,1,,Online,8.505827312,9,30,0,0,Middle,82
P6995,F1886,Southwest,LAX,DEN,4/20/2025 2:28,196,On-time,1021,269.16,31,Male,High,Business,Premium Economy,2,Silver,Online,8.279888655,4,82,0,0,Aisle,102
P6996,F667,Southwest,DEN,ORD,10/6/2023 3:21,43,On-time,1098,354.1,57,Male,Low,Emergency,Business,2,,Desk,7.150278565,1,88,0,0,Middle,27
P6997,F59,American Airlines,SFO,ATL,8/12/2024 17:56,169,On-time,531,224.88,60,Male,Medium,Family,First,0,Gold,Mobile App,8.73396853,8,61,0,1,Middle,16
P6998,F818,United,DFW,SFO,11/10/2024 18:22,188,On-time,1456,227.04,43,Male,Medium,Business,Economy,1,Silver,Desk,7.198057188,1,117,0,0,Aisle,5
P6999,F1391,JetBlue,DFW,JFK,5/14/2023 8:09,208,On-time,1136,463.71,39,Female,High,Emergency,Economy,1,,Online,7.595256738,11,27,0,0,Middle,18
P7000,F1462,American Airlines,SFO,SEA,3/29/2025 18:44,101,On-time,1079,340.84,55,Female,Medium,Emergency,Economy,1,,Mobile App,7.425044348,24,3,0,0,Aisle,55
P7001,F1461,United,JFK,DEN,2/14/2025 16:22,115,On-time,1419,293.03,43,Male,Medium,Emergency,Economy,0,,Online,7.286936424,9,32,0,0,Middle,101
P7002,F483,JetBlue,SFO,LAX,7/27/2024 12:21,180,On-time,1272,365.18,23,Female,Medium,Family,Premium Economy,1,Silver,Mobile App,8.452948983,7,119,0,0,Window,27
P7003,F662,United,DEN,ORD,5/19/2024 9:14,125,On-time,1405,339.74,59,Male,Medium,Business,Economy,0,,Mobile App,7.02689499,4,108,0,0,Middle,65
P7004,F1621,JetBlue,ATL,ATL,7/5/2024 5:13,172,On-time,1386,397.93,25,Male,High,Leisure,Premium Economy,0,,Desk,8.070594762,5,100,0,0,Window,37
P7005,F1016,United,ATL,DEN,2/19/2024 23:07,217,On-time,649,482.16,18,Female,Medium,Business,First,0,Platinum,Online,9.328159442,25,2,0,0,Middle,118
P7006,F721,American Airlines,DEN,DEN,12/5/2024 17:31,237,Cancelled,1333,289.68,77,Female,Medium,Emergency,Premium Economy,0,,Desk,8.059943967,5,44,0,0,Window,36
P7007,F928,United,LAX,SEA,10/12/2023 7:25,92,Delayed,1070,354.55,71,Male,Medium,Emergency,Economy,1,Silver,Online,8.310195907,4,97,0,0,Aisle,114
P7008,F1904,American Airlines,ORD,SEA,8/16/2023 22:31,112,On-time,979,273.41,54,Female,Medium,Emergency,Economy,0,Silver,Online,7.81130623,19,96,0,0,Middle,115
P7009,F1390,Delta,LAX,LAX,11/15/2024 1:43,105,On-time,935,229.95,79,Female,Medium,Leisure,Economy,0,Gold,Mobile App,7.550447267,9,119,0,0,Aisle,67
P7010,F250,American Airlines,ORD,SFO,3/9/2025 10:36,175,On-time,952,355.01,20,Male,Medium,Business,Premium Economy,1,Silver,Mobile App,7.526366151,1,106,0,0,Window,85
P7011,F632,United,JFK,ORD,8/21/2024 8:24,173,Delayed,1010,220.61,57,Female,High,Emergency,Business,0,Silver,Airport Kiosk,8.800828891,17,88,0,0,Window,89
P7012,F1623,JetBlue,ATL,SFO,4/7/2024 5:07,84,Cancelled,1676,346.15,69,Male,Medium,Family,Economy,1,Silver,Airport Kiosk,8.157030085,18,94,0,1,Window,48
P7013,F1181,United,JFK,DEN,12/2/2024 1:46,221,On-time,1244,316.08,21,Female,Low,Leisure,Economy,3,Platinum,Airport Kiosk,7.919262066,4,35,0,0,Window,42
P7014,F1779,American Airlines,JFK,DEN,11/18/2024 1:16,198,On-time,1079,312.98,28,Male,Medium,Emergency,Economy,0,,Mobile App,7.945039695,5,59,0,0,Aisle,35
P7015,F1723,United,SFO,ATL,4/27/2023 15:56,269,On-time,1070,441.16,36,Male,Medium,Leisure,Premium Economy,0,Silver,Desk,8.023318619,1,65,0,0,Aisle,57
P7016,F54,American Airlines,ATL,SEA,9/22/2024 12:20,250,On-time,1156,269.3,67,Female,High,Emergency,Premium Economy,2,,Online,6.654118559,4,28,0,1,Window,12
P7017,F1853,United,SEA,DEN,8/1/2023 8:15,241,On-time,1507,403.6,72,Female,Low,Emergency,Business,1,Silver,Desk,7.550191751,16,23,0,1,Aisle,51
P7018,F775,JetBlue,DFW,ORD,11/29/2023 7:18,270,On-time,1242,313.04,28,Male,Medium,Family,Economy,1,Silver,Airport Kiosk,7.231844621,9,94,1,0,Window,57
P7019,F1055,Southwest,ORD,DEN,5/1/2023 23:51,224,On-time,1136,291.87,47,Male,Low,Business,Premium Economy,0,Silver,Airport Kiosk,6.839369898,9,53,0,0,Middle,31
P7020,F556,Southwest,SFO,ATL,11/8/2023 12:07,262,Delayed,1468,343.32,67,Female,Medium,Leisure,Premium Economy,0,Gold,Online,7.92232179,10,82,0,0,Aisle,80
P7021,F1925,American Airlines,ATL,SFO,2/24/2024 20:07,89,On-time,1118,447.6,43,Male,Medium,Leisure,Economy,0,,Online,7.605062816,14,47,0,0,Window,104
P7022,F559,United,DFW,SFO,11/12/2023 8:45,194,On-time,1232,202.17,61,Female,High,Family,Economy,1,Platinum,Airport Kiosk,6.800384931,61,48,0,0,Window,99
P7023,F63,JetBlue,ORD,SFO,3/13/2025 8:58,340,On-time,1623,422.18,33,Male,Medium,Business,Premium Economy,1,,Desk,9.136220302,19,5,0,0,Middle,118
P7024,F1481,Southwest,SEA,ATL,5/15/2024 18:22,250,On-time,1306,318.75,28,Female,High,Family,Premium Economy,1,Gold,Desk,8.00783466,16,48,0,0,Window,59
P7025,F181,Southwest,JFK,SEA,3/9/2025 3:10,128,Delayed,1038,429.68,34,Male,Medium,Leisure,Economy,1,,Mobile App,7.694052666,32,26,0,0,Window,109
P7026,F1946,JetBlue,ATL,JFK,7/4/2024 23:57,274,On-time,1326,332.23,20,Female,Medium,Leisure,Economy,1,Gold,Online,8.169003849,8,98,0,1,Window,82
P7027,F1582,United,ORD,DEN,7/18/2024 2:22,142,On-time,1050,267.64,41,Male,Low,Family,Business,0,,Mobile App,9.025497368,9,97,0,0,Aisle,57
P7028,F1222,American Airlines,LAX,LAX,8/25/2024 18:37,221,On-time,1262,316.63,27,Female,Low,Family,Economy,0,,Desk,7.475863594,20,30,0,0,Aisle,98
P7029,F1107,United,DFW,DFW,10/27/2024 1:35,92,On-time,853,309.81,49,Male,Low,Business,Premium Economy,3,,Mobile App,7.937395034,12,101,0,1,Window,109
P7030,F660,Southwest,JFK,SEA,12/16/2024 11:49,142,On-time,1462,503.19,29,Female,Medium,Leisure,First,2,Gold,Mobile App,10,4,29,0,0,Window,103
P7031,F749,Southwest,DFW,DFW,10/22/2024 3:33,159,On-time,1910,371.65,43,Female,High,Emergency,First,0,Silver,Desk,8.847400097,0,86,0,0,Middle,55
P7032,F1825,United,DEN,JFK,4/25/2024 8:09,209,On-time,1067,414.84,70,Female,Medium,Leisure,Premium Economy,3,,Desk,7.207396659,4,106,0,0,Aisle,27
P7033,F1657,United,DFW,ATL,1/23/2024 19:46,222,On-time,832,292.37,23,Female,Low,Family,Economy,1,Silver,Desk,7.133060343,6,109,0,0,Middle,0
P7034,F988,United,JFK,DEN,5/8/2023 9:28,167,On-time,893,358.62,67,Female,Low,Business,Economy,0,,Desk,7.652201826,2,19,0,0,Middle,41
P7035,F324,JetBlue,SEA,DEN,6/24/2023 6:49,157,On-time,1003,510.65,27,Female,Low,Emergency,Economy,0,Gold,Desk,7.796659769,6,66,0,0,Aisle,81
P7036,F1143,Delta,ORD,JFK,8/2/2023 13:47,167,Delayed,898,267.87,38,Female,High,Emergency,Economy,0,Platinum,Online,7.200962123,3,51,1,1,Middle,47
P7037,F36,Southwest,ORD,SFO,2/22/2025 5:23,222,Cancelled,1467,468.99,34,Male,Medium,Leisure,Economy,1,,Airport Kiosk,7.606018828,5,91,0,0,Middle,39
P7038,F1414,United,JFK,SEA,10/19/2023 22:46,133,On-time,1097,390.01,73,Male,Medium,Emergency,Premium Economy,2,,Airport Kiosk,8.085248309,4,26,0,0,Aisle,96
P7039,F886,JetBlue,JFK,SEA,10/27/2023 13:16,232,Cancelled,860,290.91,73,Female,Medium,Business,Economy,0,Silver,Airport Kiosk,7.72875855,5,5,0,0,Aisle,62
P7040,F765,JetBlue,JFK,LAX,8/22/2023 0:46,148,On-time,1172,383.9,27,Female,Low,Leisure,Economy,0,Platinum,Airport Kiosk,7.607573453,5,24,0,1,Window,75
P7041,F451,Delta,ATL,DFW,11/20/2024 13:11,115,On-time,1525,199.97,73,Female,Low,Business,Economy,1,Platinum,Online,7.520016941,12,42,0,0,Aisle,71
P7042,F613,Delta,ORD,DEN,7/15/2024 4:07,163,On-time,1094,277.44,32,Male,Medium,Business,Economy,0,,Desk,7.650691789,10,72,0,0,Window,87
P7043,F1885,United,DFW,DEN,1/14/2025 18:45,119,Delayed,956,512.17,49,Male,Medium,Family,Economy,1,,Desk,7.349852441,2,118,0,0,Window,79
P7044,F1752,Southwest,SFO,LAX,3/12/2024 13:21,177,On-time,1330,490.4,56,Male,Low,Emergency,Business,2,Silver,Online,9.448738416,6,105,0,0,Window,113
P7045,F1109,American Airlines,SEA,LAX,6/3/2024 0:00,154,On-time,1119,154.72,50,Male,High,Emergency,Premium Economy,1,,Desk,7.124649217,4,1,0,0,Middle,3
P7046,F1292,United,DFW,ORD,3/27/2025 14:15,215,On-time,1019,329.1,52,Female,High,Emergency,Economy,0,Silver,Airport Kiosk,7.012144447,0,37,0,1,Window,37
P7047,F374,JetBlue,SFO,DEN,8/19/2023 17:51,151,On-time,1190,388.63,71,Male,Low,Emergency,Business,1,Gold,Online,8.720329626,10,75,0,0,Middle,107
P7048,F817,JetBlue,LAX,LAX,6/10/2024 6:16,231,On-time,1042,241.54,24,Male,Medium,Leisure,Economy,0,Silver,Mobile App,7.476522041,4,33,0,0,Window,26
P7049,F483,Delta,LAX,JFK,1/7/2024 7:54,303,On-time,1092,323.07,56,Female,Medium,Leisure,Economy,0,,Online,6.588302299,9,103,0,0,Window,8
P7050,F82,Delta,ATL,SFO,4/12/2025 23:39,225,On-time,881,395.44,51,Male,Medium,Family,Business,1,,Mobile App,8.306603872,16,14,0,1,Middle,110
P7051,F1520,Delta,SEA,DEN,5/19/2024 4:51,249,On-time,1413,268.71,44,Male,Medium,Business,Economy,2,Silver,Mobile App,6.231701484,16,75,0,0,Window,15
P7052,F1176,JetBlue,SFO,SEA,12/16/2024 15:37,92,On-time,1446,424.68,35,Female,Low,Business,Economy,2,Silver,Online,6.898243456,19,43,0,0,Aisle,55
P7053,F362,Delta,LAX,LAX,10/16/2023 23:55,256,Delayed,1198,439.93,78,Male,Medium,Emergency,Economy,1,,Desk,7.588094649,6,39,0,0,Window,75
P7054,F228,JetBlue,DFW,DFW,4/10/2024 15:40,315,On-time,595,440.38,58,Female,Medium,Family,Economy,1,Platinum,Mobile App,6.252913493,16,43,0,0,Window,30
P7055,F530,American Airlines,DFW,SEA,4/16/2025 11:55,158,Cancelled,916,183.34,76,Male,High,Leisure,Economy,1,Silver,Airport Kiosk,8.2779624,6,116,0,0,Window,87
P7056,F815,Southwest,LAX,SEA,3/31/2024 12:35,129,On-time,1596,386.12,22,Female,Low,Leisure,Economy,0,,Desk,7.678221711,2,100,0,0,Middle,118
P7057,F445,American Airlines,JFK,SFO,1/15/2024 13:13,92,On-time,964,241.12,49,Female,Medium,Leisure,Economy,0,,Mobile App,6.618835991,12,97,0,0,Middle,13
P7058,F647,Delta,LAX,LAX,10/8/2024 19:03,134,Cancelled,1745,392.12,19,Female,Medium,Business,Premium Economy,0,,Airport Kiosk,8.090974934,12,74,0,0,Aisle,108
P7059,F1569,American Airlines,DEN,DEN,10/24/2024 15:49,130,On-time,1597,336.95,30,Female,Low,Business,Premium Economy,1,,Airport Kiosk,8.027382101,5,75,0,0,Middle,24
P7060,F718,American Airlines,DEN,DEN,12/11/2024 9:07,119,On-time,1790,321.42,36,Female,Medium,Emergency,Business,0,,Mobile App,8.425324197,4,56,0,0,Window,33
P7061,F671,United,DEN,LAX,11/21/2023 4:16,239,On-time,1155,253.65,41,Female,Low,Emergency,Economy,1,Gold,Desk,8.057806265,6,69,0,0,Middle,66
P7062,F60,American Airlines,DEN,ORD,5/21/2023 23:49,147,On-time,1339,261.96,41,Male,Low,Business,First,1,Gold,Airport Kiosk,8.030431265,28,115,0,0,Middle,23
P7063,F1508,Southwest,LAX,DFW,7/28/2023 5:08,38,Delayed,1565,273.35,68,Male,High,Business,Economy,1,,Desk,7.944541059,9,79,0,0,Window,117
P7064,F1592,JetBlue,DFW,JFK,8/17/2023 16:55,179,On-time,1421,203.1,48,Male,Medium,Leisure,Economy,1,,Desk,8.744788493,1,25,0,0,Middle,105
P7065,F1747,United,ATL,SEA,9/6/2023 21:49,178,On-time,1532,345.87,44,Female,High,Emergency,Premium Economy,0,,Desk,7.33726981,6,112,0,1,Middle,72
P7066,F850,JetBlue,ORD,ORD,9/29/2023 11:20,114,On-time,1041,109.56,47,Male,Low,Family,Economy,1,,Online,6.562686102,3,18,0,0,Aisle,25
P7067,F1482,Southwest,LAX,DFW,5/9/2024 17:09,155,On-time,547,297.48,72,Female,Low,Family,Economy,2,,Airport Kiosk,6.771796131,3,23,0,0,Middle,19
P7068,F4,American Airlines,SFO,SEA,11/11/2023 2:23,154,On-time,1155,321.77,51,Female,Low,Family,Premium Economy,0,Silver,Airport Kiosk,7.439524629,5,80,0,0,Middle,63
P7069,F937,United,SEA,DEN,3/22/2025 12:03,71,Delayed,946,238.68,45,Male,Medium,Business,Premium Economy,1,Gold,Desk,7.991758822,13,12,0,0,Window,103
P7070,F52,American Airlines,ATL,SFO,9/13/2023 14:08,165,On-time,1175,167.22,31,Male,Medium,Family,Premium Economy,1,Gold,Mobile App,6.988595712,7,40,0,0,Aisle,9
P7071,F1486,Southwest,SEA,DFW,6/2/2023 2:01,188,On-time,1335,276.44,59,Male,Medium,Business,Economy,2,Platinum,Online,6.521666957,2,56,0,0,Window,82
P7072,F1327,JetBlue,DFW,JFK,8/4/2024 3:25,215,On-time,973,284.87,30,Male,Low,Family,Economy,1,,Online,6.695089983,1,63,0,0,Middle,66
P7073,F661,American Airlines,LAX,DFW,9/23/2024 23:45,168,On-time,1008,356.74,28,Female,High,Family,Economy,2,,Airport Kiosk,6.688171515,6,100,0,0,Aisle,23
P7074,F1812,JetBlue,JFK,LAX,3/25/2025 13:11,187,Delayed,916,415.83,37,Male,High,Business,Business,0,,Mobile App,7.962790776,18,92,0,0,Middle,4
P7075,F473,Delta,DFW,ATL,9/4/2024 14:05,186,On-time,1652,478.65,34,Female,Medium,Emergency,Premium Economy,2,Gold,Airport Kiosk,6.942901149,1,113,0,0,Middle,66
P7076,F993,JetBlue,ORD,DFW,6/21/2023 18:56,162,On-time,1272,315.49,67,Female,Medium,Leisure,Economy,4,Silver,Online,7.548009499,0,112,0,0,Middle,57
P7077,F1739,Delta,DEN,LAX,10/30/2023 12:01,156,Delayed,1762,368.41,32,Male,High,Business,Economy,2,Platinum,Online,7.131245308,2,46,0,0,Middle,26
P7078,F17,Delta,SFO,JFK,11/25/2023 8:49,198,On-time,1251,250.37,76,Female,Medium,Emergency,First,2,Silver,Mobile App,8.451010792,10,23,0,0,Window,79
P7079,F1025,Delta,DEN,ORD,3/11/2024 10:24,242,Delayed,1293,161.55,72,Female,High,Family,Economy,1,Silver,Mobile App,7.478485002,16,66,0,0,Middle,112
P7080,F1787,United,DEN,DFW,1/16/2025 19:36,177,On-time,1922,443.11,71,Female,High,Leisure,Economy,1,,Airport Kiosk,6.893279102,3,61,0,0,Aisle,14
P7081,F1241,American Airlines,JFK,ORD,9/20/2023 6:47,162,On-time,1537,351.65,29,Male,Low,Leisure,Economy,0,Silver,Desk,7.327929009,3,70,0,0,Aisle,34
P7082,F547,JetBlue,SFO,SEA,12/18/2023 10:07,164,Cancelled,1567,408.57,52,Female,Medium,Emergency,Economy,2,Platinum,Mobile App,7.64001211,3,49,0,0,Window,75
P7083,F1655,Southwest,ATL,DEN,7/27/2024 14:48,162,On-time,1278,493.79,21,Female,Medium,Leisure,Economy,1,,Airport Kiosk,8.012200414,2,112,0,0,Middle,104
P7084,F1374,Southwest,DEN,JFK,12/9/2023 17:03,199,On-time,984,298.96,43,Female,Low,Business,Economy,3,Gold,Mobile App,6.505401406,6,118,0,0,Window,52
P7085,F1488,JetBlue,LAX,SEA,12/29/2023 9:58,175,On-time,1221,215.37,32,Female,Low,Business,Economy,2,Gold,Online,7.472256855,1,37,0,0,Aisle,43
P7086,F99,Delta,LAX,LAX,4/23/2024 23:02,128,On-time,1460,400.37,38,Female,Low,Family,Premium Economy,2,Silver,Airport Kiosk,7.473541851,15,89,0,0,Aisle,25
P7087,F763,Southwest,ATL,DEN,3/29/2025 10:14,42,Cancelled,1064,264.79,36,Female,Low,Business,Economy,2,,Online,8.150627398,4,6,0,0,Window,46
P7088,F1946,Southwest,DFW,ATL,3/17/2024 15:27,124,On-time,905,249.25,76,Male,High,Family,Economy,1,,Online,7.371097678,5,85,0,0,Window,33
P7089,F227,Delta,DEN,DFW,3/12/2024 11:17,193,On-time,993,170.83,60,Male,Low,Leisure,Business,0,,Airport Kiosk,8.898979903,4,40,0,0,Aisle,86
P7090,F1768,United,SEA,SFO,5/10/2024 19:00,190,On-time,1408,203.38,48,Male,Medium,Business,Premium Economy,1,Silver,Airport Kiosk,8.155803167,7,64,0,0,Aisle,94
P7091,F517,JetBlue,DEN,LAX,5/29/2023 4:21,213,On-time,1550,422.84,64,Male,Medium,Leisure,Economy,1,Silver,Desk,7.522525737,15,104,0,0,Aisle,49
P7092,F1296,Southwest,ORD,DEN,1/31/2025 9:57,163,Delayed,965,337.65,36,Female,Medium,Emergency,Economy,2,,Desk,7.911052215,5,36,0,0,Middle,83
P7093,F991,Delta,LAX,ORD,5/26/2023 9:51,128,Delayed,1094,310.31,40,Female,High,Family,Premium Economy,1,,Desk,7.659117402,17,15,0,0,Middle,11
P7094,F346,JetBlue,ORD,DEN,10/28/2024 16:23,211,On-time,1827,482.05,45,Female,Medium,Emergency,Economy,1,,Airport Kiosk,8.248632227,10,82,0,0,Middle,86
P7095,F380,Delta,DEN,DFW,8/1/2024 20:47,214,On-time,1052,304.5,39,Male,Medium,Leisure,Economy,1,,Desk,7.065454482,8,86,0,0,Middle,3
P7096,F1905,American Airlines,DEN,DEN,4/21/2024 12:27,186,On-time,1300,422.2,44,Male,Medium,Family,Economy,0,,Desk,7.525385049,18,63,0,0,Middle,86
P7097,F1129,JetBlue,ORD,SEA,5/12/2023 21:32,205,On-time,1131,248.74,40,Male,Low,Emergency,First,2,Platinum,Airport Kiosk,9.31164529,3,39,0,0,Window,47
P7098,F1487,United,SEA,DFW,3/21/2025 1:08,97,On-time,1049,525.44,23,Female,Low,Business,Economy,4,,Airport Kiosk,7.323352488,8,13,0,0,Aisle,54
P7099,F149,United,ATL,JFK,7/13/2023 6:56,153,On-time,1076,308.81,68,Female,High,Family,Premium Economy,1,,Desk,7.718623787,9,107,0,0,Middle,111
P7100,F1919,JetBlue,SFO,DEN,3/29/2025 23:39,167,On-time,1499,343.54,49,Male,Medium,Leisure,Economy,1,,Desk,7.347052257,1,5,0,0,Aisle,0
P7101,F1919,Southwest,ORD,ATL,10/23/2023 4:35,151,On-time,1789,308.78,78,Female,High,Business,Business,0,Gold,Airport Kiosk,8.351005548,6,14,0,0,Middle,117
P7102,F1342,Southwest,SFO,JFK,8/29/2024 10:01,163,Cancelled,851,423.47,28,Male,Medium,Business,Economy,1,,Online,7.820960625,26,45,0,1,Aisle,88
P7103,F1314,United,ORD,DEN,5/16/2024 8:55,91,On-time,1323,435.12,64,Female,Medium,Business,Economy,0,,Mobile App,7.468054692,8,7,0,0,Aisle,65
P7104,F1661,JetBlue,SFO,JFK,2/19/2025 12:26,188,On-time,1420,362.7,75,Female,Low,Emergency,Business,1,,Online,7.89011771,18,7,0,0,Aisle,29
P7105,F668,United,LAX,DFW,1/4/2024 3:07,252,On-time,1291,408.49,75,Female,Low,Emergency,Business,3,,Airport Kiosk,7.271975797,5,88,0,0,Middle,2
P7106,F304,United,LAX,JFK,4/6/2025 0:35,188,On-time,1473,282.98,33,Male,High,Leisure,Economy,1,Platinum,Desk,7.599866385,3,24,0,0,Window,20
P7107,F662,United,DFW,JFK,11/16/2023 4:43,70,On-time,1191,196.28,24,Male,High,Leisure,Economy,0,,Airport Kiosk,7.494810437,0,55,0,0,Aisle,88
P7108,F921,JetBlue,DEN,DEN,12/15/2024 19:16,224,On-time,1276,330.38,64,Female,Low,Family,Premium Economy,1,Silver,Desk,8.786148787,5,108,0,1,Aisle,83
P7109,F1085,United,DEN,SFO,5/25/2024 7:16,277,Delayed,1527,273.25,19,Male,Low,Leisure,Economy,2,Silver,Mobile App,7.004473967,15,97,0,0,Window,48
P7110,F1439,JetBlue,ATL,LAX,4/11/2024 4:59,226,On-time,1488,336.19,75,Male,Low,Leisure,Economy,0,Gold,Airport Kiosk,9.270109099,1,110,0,0,Aisle,115
P7111,F1939,Delta,SEA,JFK,2/17/2025 0:09,218,On-time,1287,252.99,67,Female,Low,Emergency,Premium Economy,0,,Airport Kiosk,8.471863987,0,115,0,0,Middle,85
P7112,F490,Delta,DFW,SFO,6/14/2023 23:21,163,On-time,1347,285.55,57,Female,High,Family,Business,1,,Desk,8.138302183,25,66,0,1,Aisle,84
P7113,F684,Southwest,DFW,DEN,7/26/2023 21:38,170,On-time,888,456.88,22,Male,Low,Leisure,Business,0,Platinum,Mobile App,8.317336189,2,72,0,1,Window,61
P7114,F625,United,LAX,LAX,1/21/2024 12:54,182,On-time,900,379.8,27,Male,Low,Business,Economy,1,Platinum,Online,8.127298598,1,67,0,0,Aisle,96
P7115,F1124,United,DFW,JFK,2/16/2024 0:04,263,On-time,1839,362.69,29,Female,High,Business,Business,1,,Airport Kiosk,9.200276835,6,89,0,0,Window,115
P7116,F1966,Delta,SEA,SEA,8/14/2024 23:38,150,On-time,1497,601.87,76,Female,Low,Leisure,Premium Economy,0,Silver,Desk,9.288613742,9,36,0,0,Window,37
P7117,F1658,Southwest,JFK,JFK,12/26/2023 4:50,185,Delayed,952,423.26,38,Male,Medium,Business,Economy,0,,Desk,7.767906161,18,34,0,1,Window,14
P7118,F409,Southwest,SFO,ATL,10/12/2023 21:00,159,On-time,1282,409.52,51,Male,Low,Emergency,Economy,2,Silver,Desk,7.896356908,32,4,0,0,Middle,109
P7119,F1503,JetBlue,SFO,LAX,10/19/2023 9:10,135,On-time,1410,293.06,35,Female,Medium,Business,Premium Economy,0,Gold,Desk,8.924352098,9,1,0,0,Middle,51
P7120,F1303,Delta,SFO,SEA,2/19/2025 10:57,189,On-time,1298,570.21,52,Female,Medium,Emergency,Economy,3,,Desk,6.637937101,8,63,0,0,Window,78
P7121,F1819,JetBlue,JFK,JFK,8/17/2024 16:21,269,On-time,1132,270.54,72,Male,High,Leisure,Economy,1,Silver,Mobile App,7.432789725,20,36,0,0,Aisle,45
P7122,F208,Delta,SEA,DFW,5/25/2024 21:17,194,On-time,965,444.99,19,Male,Low,Family,Economy,0,Platinum,Mobile App,7.687104574,12,112,0,1,Aisle,24
P7123,F580,American Airlines,SEA,ATL,3/16/2025 22:06,279,On-time,1232,200.12,20,Female,Low,Leisure,First,1,,Mobile App,9.128970449,8,20,0,1,Middle,20
P7124,F242,United,SEA,DFW,7/27/2024 9:13,175,On-time,1454,483.16,59,Female,High,Leisure,First,0,Gold,Airport Kiosk,8.279854179,17,72,0,0,Middle,87
P7125,F1311,United,DFW,DEN,1/13/2024 6:06,201,On-time,708,198.8,64,Male,Low,Leisure,First,1,Silver,Desk,9.814947835,24,78,0,0,Aisle,120
P7126,F549,Southwest,SEA,SEA,12/28/2023 17:03,169,On-time,698,476.87,21,Female,High,Leisure,Economy,1,,Airport Kiosk,7.674094754,5,84,0,0,Window,4
P7127,F923,Southwest,DEN,DFW,1/29/2025 7:33,112,On-time,1727,371.37,77,Male,Medium,Emergency,Economy,2,,Online,6.923508754,40,1,0,0,Window,69
P7128,F469,JetBlue,SEA,DEN,2/14/2025 15:08,200,On-time,1236,324.75,57,Male,Medium,Leisure,Economy,1,,Mobile App,7.820700386,3,71,0,0,Middle,112
P7129,F805,Southwest,SFO,DEN,10/17/2024 15:17,130,On-time,1204,212.52,76,Female,Medium,Family,Economy,1,Silver,Mobile App,8.812412193,1,97,0,0,Aisle,106
P7130,F596,Southwest,ORD,SFO,2/12/2024 12:42,176,On-time,1527,473.25,36,Female,Low,Family,Economy,1,,Online,7.516843881,52,73,0,0,Window,111
P7131,F1738,JetBlue,SEA,DFW,10/6/2024 1:57,257,On-time,1784,164.53,41,Male,High,Leisure,Economy,0,,Mobile App,8.750605933,0,101,0,0,Aisle,107
P7132,F888,United,DEN,DFW,1/30/2024 12:24,213,On-time,1620,252.88,48,Male,Low,Emergency,Premium Economy,2,,Airport Kiosk,7.288003452,0,11,0,0,Middle,46
P7133,F149,Delta,DFW,DEN,11/7/2023 9:20,116,Delayed,1192,268.39,20,Female,High,Emergency,Economy,2,,Airport Kiosk,8.392309162,2,106,0,0,Aisle,86
P7134,F1428,United,JFK,ORD,4/18/2025 23:55,217,On-time,1260,364.26,19,Male,High,Leisure,Economy,2,,Online,8.089249552,6,46,0,0,Aisle,67
P7135,F1869,JetBlue,LAX,ORD,10/8/2024 22:09,228,On-time,726,212.49,62,Male,Medium,Family,Premium Economy,1,,Airport Kiosk,8.706714476,3,19,0,0,Aisle,90
P7136,F816,Southwest,DEN,LAX,6/14/2024 9:04,266,On-time,1247,344.78,42,Female,Medium,Leisure,Economy,0,Gold,Desk,6.202024559,44,76,0,0,Window,17
P7137,F781,United,SEA,ATL,8/21/2024 22:54,106,On-time,737,366.89,22,Male,Medium,Business,Business,0,Gold,Desk,9.142085036,4,113,0,1,Window,20
P7138,F1557,Southwest,JFK,SFO,1/4/2025 6:42,223,Delayed,879,284.32,77,Female,Low,Family,Business,2,,Online,8.453933,5,60,0,0,Middle,91
P7139,F1290,Southwest,ATL,ATL,5/27/2024 7:52,98,On-time,1445,281.52,70,Female,High,Leisure,Economy,0,,Airport Kiosk,8.694290495,1,33,0,0,Aisle,98
P7140,F756,JetBlue,DEN,JFK,10/13/2023 13:50,207,On-time,850,95.32,55,Female,Medium,Family,Economy,1,Gold,Mobile App,6.89872866,19,72,0,0,Window,85
P7141,F1833,United,SFO,JFK,12/29/2023 2:22,266,On-time,797,135.83,60,Female,Medium,Business,Economy,0,Silver,Airport Kiosk,7.014445172,22,43,0,0,Window,103
P7142,F1633,Delta,JFK,ORD,5/2/2024 18:37,206,On-time,909,276.09,70,Female,High,Leisure,Economy,3,Platinum,Desk,6.744941474,2,108,0,0,Middle,22
